,ward,gender,town_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100+,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90+
1128,wakabayashi,f,長喜城,1,1,0,0,2,0,2,0,0,0,1,1,0,1,3,0,1,1,0,2,3,0,1,3,2,1,0,1,2,1,1,4,1,1,0,3,1,0,2,1,0,2,2,1,3,3,1,1,1,2,0,0,2,2,0,0,1,1,1,0,1,2,0,3,0,0,0,1,3,0,1,0,1,0,0,1,0,1,1,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2,6,4,9,5,7,7,8,8,4,3,6,4,2,3,3,2,2
1129,wakabayashi,f,土樋,5,2,4,2,4,3,4,6,1,8,3,6,4,6,6,4,4,7,5,4,13,11,9,17,9,10,9,17,16,15,13,11,10,14,9,9,12,9,9,15,14,14,8,15,17,17,8,21,10,12,12,12,13,11,9,16,8,15,10,11,12,6,9,11,7,15,6,16,4,15,13,18,17,13,5,3,18,7,8,6,5,9,5,7,10,4,3,5,5,8,6,4,2,2,2,5,1,2,1,0,0,17,22,25,24,59,67,57,54,68,68,57,60,45,56,66,42,36,25,25
1130,wakabayashi,f,土樋１丁目,1,0,1,0,1,3,1,1,2,0,3,5,2,2,2,1,6,2,3,1,0,1,3,2,2,0,2,3,0,1,1,0,0,3,0,1,0,4,1,4,3,4,3,0,2,8,6,2,1,2,3,6,6,3,2,7,2,3,2,4,1,5,2,1,2,1,1,1,4,0,3,3,2,2,1,2,0,2,1,2,1,2,1,0,1,1,3,2,1,0,0,3,0,0,0,0,0,0,0,1,0,3,7,14,13,8,6,4,10,12,19,20,18,11,7,11,7,5,7,4
1131,wakabayashi,f,鶴代町,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,wakabayashi,f,遠見塚１丁目,7,3,5,8,7,7,7,4,1,9,8,8,9,4,13,3,5,7,8,17,10,8,11,9,10,4,8,7,7,7,9,13,7,7,8,7,12,13,14,13,13,16,5,8,11,13,20,19,12,10,16,11,11,10,5,16,8,13,12,10,11,7,8,9,13,13,12,14,9,12,12,6,16,6,4,9,3,7,10,3,10,11,6,6,9,3,4,9,8,2,2,8,5,3,1,3,3,0,1,0,0,30,28,42,40,48,33,44,59,53,74,53,59,48,60,44,32,42,26,26
1133,wakabayashi,f,遠見塚２丁目,14,8,6,13,17,9,18,9,12,9,11,3,5,11,8,6,11,7,13,6,11,14,7,12,9,11,16,8,11,11,7,11,16,12,12,10,20,8,13,19,15,25,15,20,22,20,10,21,16,24,17,18,19,16,15,10,13,10,26,13,12,11,18,12,9,16,11,13,13,18,21,27,21,13,15,10,11,13,16,20,12,9,21,11,11,16,8,8,12,6,4,8,6,5,4,2,2,1,0,0,1,58,57,38,43,53,57,58,70,97,91,85,72,62,71,97,70,64,50,33
1134,wakabayashi,f,遠見塚３丁目,5,1,3,3,6,5,6,5,5,4,3,7,1,5,2,4,4,4,4,4,3,4,1,1,7,7,4,0,3,7,6,3,6,7,5,7,4,10,4,5,4,10,8,5,7,6,5,11,8,9,9,5,3,7,4,8,3,5,5,3,4,7,6,4,6,4,3,5,4,3,6,6,6,3,3,6,7,3,11,4,6,1,6,3,8,5,4,2,4,3,3,1,2,1,1,1,0,0,1,0,1,18,25,18,20,16,21,27,30,34,39,28,24,27,19,24,31,24,18,11
1135,wakabayashi,f,遠見塚東,2,1,0,1,1,2,1,2,2,2,4,5,2,7,3,2,2,2,2,2,4,4,2,3,4,1,0,0,2,2,3,3,1,2,2,1,6,0,7,5,2,5,4,4,1,4,1,5,7,2,5,3,0,7,1,3,2,2,3,6,5,3,0,1,2,1,2,2,5,6,3,3,4,2,4,6,4,6,5,4,1,2,1,3,2,4,2,3,1,1,1,1,1,2,0,1,1,1,0,0,0,5,9,21,10,17,5,11,19,16,19,16,16,11,16,16,25,9,11,8
1136,wakabayashi,f,堰場,1,0,2,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,2,2,2,1,4,0,1,1,2,1,2,1,0,0,3,1,1,2,2,2,1,2,0,1,3,4,0,3,2,0,2,0,0,2,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,6,4,0,0,3,10,7,6,7,7,11,4,3,1,3,1,2,3,4
1137,wakabayashi,f,中倉１丁目,2,5,3,4,8,3,4,6,5,9,5,2,8,9,5,4,2,3,7,2,5,5,13,4,5,10,9,10,5,4,5,8,12,4,8,6,8,9,4,11,9,8,12,14,13,9,8,9,9,7,8,4,10,10,7,10,8,9,6,10,13,11,11,10,8,14,12,9,10,10,12,11,11,5,4,8,7,8,9,8,9,6,3,10,14,14,8,6,6,4,2,6,4,1,2,0,0,0,0,0,0,22,27,29,18,32,38,37,38,56,42,39,43,53,55,43,40,42,38,15
1138,wakabayashi,f,中倉２丁目,5,5,13,12,10,9,14,13,9,19,7,18,12,14,10,20,13,14,15,14,13,17,15,14,15,9,13,9,9,2,12,11,17,11,19,11,20,15,14,20,20,21,24,27,19,16,24,16,25,19,27,24,24,20,20,22,27,16,19,14,21,18,13,13,15,22,18,15,21,23,17,15,18,12,12,10,8,6,23,8,11,9,13,8,12,19,6,6,6,5,9,4,2,4,1,0,2,0,0,0,0,45,64,61,76,74,42,70,80,111,100,115,98,80,99,74,55,53,42,22
1139,wakabayashi,f,中倉３丁目,4,6,1,3,3,1,8,8,4,6,8,9,5,5,6,6,9,8,9,6,8,7,17,13,9,11,12,10,13,10,6,8,12,11,7,10,12,9,10,8,16,6,8,11,11,11,15,10,12,8,16,8,15,5,6,13,9,8,8,9,10,9,9,6,11,8,7,9,9,10,14,9,14,8,6,7,7,8,7,5,5,7,11,14,7,8,3,7,3,5,3,4,3,2,0,2,0,2,0,1,2,17,27,33,38,54,56,44,49,52,56,50,47,45,43,51,34,44,26,19
1140,wakabayashi,f,なないろの里１丁目,12,10,12,23,21,28,19,10,16,11,2,6,5,3,1,4,5,2,5,5,1,4,4,5,6,10,7,11,7,12,6,20,18,24,18,12,16,21,17,13,12,10,9,11,14,12,4,6,6,4,3,2,5,1,0,0,1,1,1,1,0,2,0,0,3,1,3,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,78,84,17,21,20,47,86,79,56,32,11,4,5,4,3,2,1,4,3
1141,wakabayashi,f,なないろの里２丁目,7,11,9,15,5,8,13,10,7,8,8,6,3,3,5,4,5,6,9,3,1,2,4,8,2,9,11,12,10,16,19,11,15,9,18,11,9,15,15,13,11,9,11,9,8,7,9,7,9,8,6,5,7,9,11,5,5,7,10,7,7,10,6,6,6,4,7,10,7,7,0,4,6,8,4,4,5,5,10,3,10,7,4,4,5,2,0,3,6,8,1,1,0,3,2,0,0,0,0,1,0,47,46,25,27,17,58,72,63,48,40,38,34,35,35,22,27,30,19,8
1142,wakabayashi,f,なないろの里３丁目,13,6,6,14,12,10,9,9,1,2,3,3,0,1,1,1,1,1,1,0,0,0,3,0,1,0,2,4,2,6,11,6,9,9,5,9,10,15,8,7,8,7,2,2,3,2,2,1,3,2,1,1,1,0,1,0,1,2,1,1,0,2,2,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,8,4,4,14,40,49,22,10,4,5,4,5,0,4,1,0,0
1143,wakabayashi,f,成田町,4,4,2,3,2,2,2,0,6,2,3,7,5,1,2,2,3,9,5,1,6,10,7,12,3,15,10,7,10,8,10,6,3,6,9,8,9,4,8,7,7,5,9,6,4,11,7,13,6,11,7,9,11,5,11,13,10,7,6,7,8,13,9,8,7,8,4,5,11,8,14,11,4,6,8,3,5,7,7,7,6,3,3,4,5,6,5,1,0,6,5,2,0,1,3,3,0,1,0,0,0,15,12,18,20,38,50,34,36,31,48,43,43,45,36,43,29,21,18,15
1144,wakabayashi,f,二軒茶屋,3,5,7,7,0,9,2,3,3,2,3,0,7,3,2,5,1,4,2,9,0,8,9,7,5,8,6,7,6,6,10,12,12,6,10,12,9,11,7,10,13,9,8,7,10,8,10,10,5,4,4,9,7,5,5,7,8,4,4,6,7,9,8,4,12,5,3,5,5,6,8,11,6,5,2,8,3,3,7,1,7,4,1,9,9,7,4,3,4,5,2,4,1,3,4,1,2,1,0,0,0,22,19,15,21,29,33,50,49,47,37,30,29,40,24,32,22,30,23,18
1145,wakabayashi,f,西新丁,0,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,0,3,1,1,2,2,0,1,1,2,1,1,2,0,1,0,0,1,2,1,1,1,1,2,2,1,1,0,5,2,3,1,1,1,1,1,4,1,0,0,1,1,2,0,1,2,1,0,1,0,0,0,2,1,1,2,3,2,1,0,0,0,3,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,3,1,6,6,6,3,6,7,11,8,3,6,1,9,3,7,1,3
1146,wakabayashi,f,日辺,2,2,3,3,4,7,1,7,0,3,4,1,4,6,3,2,5,0,2,1,3,3,3,2,2,4,2,3,3,2,3,1,3,1,8,3,5,2,3,6,5,4,4,5,6,3,2,4,4,2,7,3,5,3,4,5,3,4,7,6,7,0,5,4,5,6,6,3,5,9,8,6,3,3,3,6,4,5,7,3,5,7,6,3,2,4,4,4,1,3,2,2,1,2,2,1,0,1,0,0,1,14,18,18,10,13,14,16,19,24,15,22,25,21,29,23,25,23,16,12
1147,wakabayashi,f,八軒小路,0,0,1,1,0,0,2,0,0,1,0,2,1,0,1,0,3,0,0,1,1,1,3,2,3,2,0,1,0,0,0,1,0,0,2,0,1,3,2,1,0,0,0,2,1,2,1,3,0,2,0,0,1,0,1,2,0,0,0,2,1,0,0,3,0,3,2,2,2,0,3,1,1,2,1,3,0,0,1,0,0,1,1,1,2,1,0,3,0,1,1,0,1,1,0,0,0,0,0,0,0,2,3,4,4,10,3,3,7,3,8,2,4,4,9,8,4,5,5,3
1148,wakabayashi,f,東七番丁,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,3,0,1,1,0,2,1,0,1,0,0,3,1,3,3,0,0,2,3,2,1,0,2,1,3,0,2,1,1,2,4,1,1,1,0,0,1,0,1,0,0,1,0,2,1,0,0,2,0,1,1,3,1,0,2,0,1,2,1,0,1,1,0,1,1,0,0,0,1,2,0,1,0,1,2,0,0,0,0,0,1,0,2,1,2,5,4,2,10,8,6,10,3,2,4,4,6,5,3,3,5
1149,wakabayashi,f,東八番丁,1,1,0,0,0,1,0,1,1,0,0,0,1,2,3,1,0,3,1,4,5,8,12,6,10,5,8,4,3,3,5,4,2,2,3,3,2,5,0,1,3,1,6,4,4,4,2,1,1,1,3,3,2,4,3,5,2,2,2,1,2,0,1,1,1,3,2,3,3,3,2,1,0,1,0,1,1,4,1,2,2,1,1,1,3,3,0,1,1,2,0,2,0,0,1,0,1,1,0,0,0,2,3,6,9,41,23,16,11,18,9,15,12,5,14,4,9,8,7,5
1150,wakabayashi,f,東九番丁,0,1,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,0,1,2,0,2,0,0,4,2,4,2,3,4,1,1,2,2,1,1,3,1,4,1,0,0,1,2,0,0,3,0,1,1,1,0,0,1,0,3,0,3,2,1,2,0,0,1,0,1,0,0,2,2,0,1,1,2,1,2,1,1,0,1,2,1,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,4,3,6,15,7,10,3,5,2,9,3,5,5,5,4,4,1
1151,wakabayashi,f,東新丁,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,2,2,1,1,1,0,2,2,4,4,1,2,1,0,0,2,0,1,0,0,2,1,2,1,0,0,0,0,2,1,1,1,0,0,2,0,2,1,3,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,4,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,5,3,1,3,5,5,13,3,4,3,5,4,7,1,2,5,2,3,2
1152,wakabayashi,f,二木字笠神,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,2,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,1,5,1,1,1,0,5,1,1,3,4,4,0,2,2,5
1153,wakabayashi,f,二木字荒谷西,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,wakabayashi,f,二木字山王,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,2,0,5,1,0,0
1155,wakabayashi,f,二木字新原,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1156,wakabayashi,f,二木字野中,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1157,wakabayashi,f,二木字広町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
1158,wakabayashi,f,二木字二木前,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
1159,wakabayashi,f,二木字二又,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,0,1,0,1,0,1,2,1,2,0,0,0,0,0
1160,wakabayashi,f,二木字水神,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3,2,1,1,2,0,2
1161,wakabayashi,f,二木字山神,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,1,1
1162,wakabayashi,f,二,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,3,0,0,1,1,2,0,1,2,0,1,1,0,0,2,0,0,0,1,0,0,0,0,2,2,3,0,0,3,1,0,0,0,1,0,4,4,0,1,2,3,2,5,3,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,0,1,0,0,2,2,1,0,2,2,0,2,2,0,0,0,0,0,0,0,1,1,7,4,4,3,1,7,4,5,10,12,7,6,5,5,8
1163,wakabayashi,f,舟丁,0,0,0,1,1,0,1,0,1,0,1,1,0,0,2,0,1,1,0,1,6,1,1,1,5,5,6,4,1,2,5,3,1,4,3,2,1,3,2,5,3,0,1,4,2,1,1,3,1,4,1,2,0,2,2,1,2,2,2,2,0,0,0,1,2,0,1,0,2,0,0,1,1,1,1,2,1,1,0,2,2,2,1,0,1,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,2,2,4,3,14,18,16,13,10,10,7,9,3,3,4,6,6,5,5
1164,wakabayashi,f,古城１丁目,6,7,5,6,5,4,1,6,1,1,7,8,5,10,5,11,7,10,9,9,15,12,12,10,9,12,6,5,4,8,9,9,10,6,6,9,9,7,9,8,7,9,7,9,11,13,15,17,24,13,21,18,27,22,19,20,23,28,19,14,10,17,11,11,11,10,13,14,12,8,10,7,14,5,3,6,4,5,5,3,2,4,2,4,2,3,3,6,1,0,3,2,1,1,2,1,0,0,0,0,2,29,13,35,46,58,35,40,42,43,82,107,104,60,57,39,23,14,13,12
1165,wakabayashi,f,古城２丁目,3,1,2,1,3,1,2,2,3,2,1,0,0,1,1,0,0,2,1,1,0,0,1,0,1,2,0,4,1,2,2,0,4,1,4,6,0,3,1,4,3,1,0,3,3,1,2,1,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,3,4,2,9,11,14,10,5,3,1,4,0,0,0,0,1,0
1166,wakabayashi,f,古城３丁目,2,6,9,8,6,9,6,9,4,6,5,11,9,1,1,5,5,3,6,8,1,2,3,4,8,8,7,7,2,3,11,7,10,13,5,7,10,10,7,10,6,11,10,12,11,9,9,6,11,13,9,10,7,3,9,8,11,12,6,9,10,11,5,6,8,9,8,5,3,7,8,11,3,1,2,8,6,6,5,6,7,0,10,3,4,6,8,7,4,3,4,0,2,0,6,3,1,3,2,0,1,31,34,27,27,18,27,46,44,50,48,38,46,40,32,25,31,24,28,22
1167,wakabayashi,f,文化町,14,14,16,10,8,9,8,9,8,7,9,8,9,4,4,7,7,5,6,10,9,12,9,14,13,20,24,22,23,18,22,16,23,32,17,15,20,12,20,13,13,13,18,23,19,11,12,9,12,10,11,6,6,9,12,16,11,11,13,13,10,11,12,10,5,11,7,13,10,7,8,11,9,6,2,9,7,7,5,4,5,5,8,6,5,9,4,5,5,5,3,1,2,6,0,0,0,0,0,0,0,62,41,34,35,57,107,110,80,86,54,44,64,48,48,36,32,29,28,12
1168,wakabayashi,f,保春院前丁,3,1,0,5,3,4,4,0,7,4,0,1,2,3,3,3,2,5,4,7,9,3,7,12,8,7,11,11,7,1,2,6,5,7,3,6,3,8,4,3,6,7,9,3,7,8,9,6,7,7,4,3,2,9,8,9,5,4,4,8,6,3,2,4,10,3,6,5,4,4,10,5,9,2,4,3,3,4,5,5,1,3,5,3,2,0,6,5,4,12,2,5,2,1,0,3,0,0,0,0,1,12,19,9,21,39,37,23,24,32,37,26,30,25,22,30,20,14,27,14
1169,wakabayashi,f,南石切町,2,1,3,0,2,0,2,2,3,1,0,0,1,0,1,1,1,4,1,0,1,0,2,5,2,0,1,3,1,2,0,3,1,2,1,5,2,4,1,1,3,1,6,3,1,3,2,1,1,4,5,1,0,4,1,3,2,1,1,1,3,4,4,3,3,3,1,0,7,1,4,2,2,5,0,3,4,4,2,0,1,1,5,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,8,8,2,7,10,7,7,13,14,11,11,8,17,12,13,13,9,4,4
1170,wakabayashi,f,南鍛冶町,2,0,0,1,1,2,1,0,0,4,1,4,3,1,2,1,2,2,2,3,5,4,10,9,17,4,8,9,9,8,4,2,4,10,6,7,4,2,5,7,4,7,7,10,3,3,6,4,4,6,8,3,5,7,3,6,0,5,3,6,9,5,5,1,3,4,6,3,6,11,5,5,11,5,6,4,6,5,6,6,5,7,4,4,1,1,3,5,3,2,3,2,4,2,2,1,0,0,0,1,1,4,7,11,10,45,38,26,25,31,23,26,20,23,30,32,27,21,14,16
1171,wakabayashi,f,南小泉,3,0,1,2,1,1,3,1,0,0,4,3,1,2,1,2,3,1,3,3,3,9,10,10,6,7,7,5,9,4,5,1,5,6,3,5,7,3,2,4,9,3,4,2,4,3,5,6,7,0,5,2,2,3,1,2,3,5,4,3,3,4,0,2,7,0,4,2,2,4,5,4,5,5,1,3,6,2,0,2,4,1,4,1,1,2,3,1,0,4,1,0,1,0,0,0,1,0,0,0,0,7,5,11,12,38,32,20,21,22,21,13,17,16,12,20,13,11,10,3
1172,wakabayashi,f,南小泉１丁目,3,2,2,2,2,0,1,0,1,0,0,2,1,1,4,2,3,2,3,3,5,0,3,0,3,2,4,1,3,2,7,4,6,2,6,5,3,2,5,4,4,2,4,7,6,9,3,4,5,5,1,4,9,4,2,3,5,1,6,6,2,4,5,3,4,3,6,7,9,8,4,6,4,1,0,2,6,6,4,2,5,1,6,3,6,5,1,2,1,6,3,2,0,0,2,0,1,0,0,0,0,11,2,8,13,11,12,25,19,23,26,20,21,18,33,15,20,21,15,8
1173,wakabayashi,f,南小泉２丁目,4,4,4,4,4,3,7,5,6,4,2,4,5,6,6,5,6,6,4,5,2,4,2,4,4,6,3,4,1,4,5,4,5,5,5,5,3,6,10,4,2,5,8,6,9,9,17,5,14,6,6,1,9,5,4,7,3,8,4,4,4,3,8,8,9,5,1,8,1,6,2,5,7,10,5,6,9,6,1,4,3,3,4,5,5,5,8,6,3,4,3,2,2,0,1,2,1,1,0,0,0,20,25,23,26,16,18,24,28,30,51,25,26,32,21,29,26,20,26,12
1174,wakabayashi,f,南小泉３丁目,6,5,7,7,10,6,8,7,10,6,13,10,7,4,6,6,6,6,9,12,7,11,9,9,9,12,8,7,9,6,7,19,10,19,14,12,7,9,11,15,15,15,11,14,9,14,13,10,12,7,11,10,12,5,14,12,1,9,10,6,10,18,15,10,11,12,9,11,11,8,17,14,9,2,4,3,7,7,5,9,5,5,5,6,5,7,11,4,5,4,3,9,3,0,1,2,1,0,1,0,0,35,37,40,39,45,42,69,54,64,56,52,38,64,51,46,31,26,31,20
1175,wakabayashi,f,南小泉４丁目,6,5,6,6,4,5,4,5,2,7,4,11,5,5,5,7,8,4,5,2,6,3,3,4,6,5,5,6,4,10,7,4,8,10,13,10,7,14,9,6,7,14,9,6,12,8,6,11,11,10,2,7,6,6,7,12,10,3,5,4,8,4,7,5,7,9,6,8,9,2,12,11,13,4,4,7,8,5,2,6,3,5,3,5,4,2,5,3,2,5,3,3,1,0,1,2,1,0,0,2,0,27,23,30,26,22,30,42,46,48,46,28,34,31,34,44,28,20,17,13
1176,wakabayashi,f,南材木町,1,1,2,3,3,2,2,0,5,3,3,1,1,1,3,3,1,0,0,5,6,2,4,2,5,4,5,5,1,4,3,7,2,6,5,5,8,4,3,6,3,8,7,5,6,5,9,9,6,10,10,8,5,10,4,2,4,6,8,5,2,3,4,6,1,5,3,3,3,6,3,11,5,4,4,1,0,4,1,2,3,2,1,4,2,2,2,1,3,1,2,1,1,0,0,0,1,0,0,0,0,10,12,9,9,19,19,23,26,29,39,37,25,16,20,27,8,12,9,5
1177,wakabayashi,f,南染師町,3,3,3,1,3,4,3,3,6,5,0,4,4,1,5,6,0,5,3,1,1,2,2,4,6,6,6,6,5,6,8,9,9,6,8,6,10,5,5,7,5,9,3,10,5,4,10,5,5,5,5,3,10,11,7,6,5,7,5,7,3,9,10,4,8,7,3,11,6,9,9,5,11,6,5,5,5,0,2,6,2,2,5,3,3,2,2,4,2,2,2,2,2,1,1,0,1,1,0,0,0,13,21,14,15,15,29,40,33,32,29,36,30,34,36,36,18,15,12,10
1178,wakabayashi,f,元茶畑,2,0,0,1,1,2,1,3,2,1,1,0,0,1,1,0,0,1,1,0,0,3,5,8,4,5,5,5,5,3,4,4,2,3,3,1,1,4,2,2,3,4,1,0,3,0,2,1,3,0,2,2,2,2,0,1,1,1,1,1,1,2,1,4,2,1,0,2,2,1,5,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,4,1,2,1,2,2,0,0,0,1,0,0,0,0,0,4,9,3,2,20,23,16,10,11,6,8,5,10,6,7,1,5,9,5
1179,wakabayashi,f,大和町１丁目,4,15,9,9,6,2,8,5,2,4,3,5,5,5,7,5,2,13,2,9,6,12,3,12,9,10,13,11,15,15,10,14,21,10,9,18,17,13,13,12,7,20,8,9,7,16,11,19,10,10,15,7,18,6,13,7,13,7,11,10,12,9,11,8,8,16,8,8,8,11,8,6,11,6,3,4,5,3,5,4,7,9,4,6,6,3,6,7,8,3,7,5,4,3,2,1,0,0,0,1,1,43,21,25,31,42,64,64,73,51,66,59,48,48,51,34,21,32,27,24
